spout,split,count,buffer-size,heap,$<throughput
2,3,12,1050000.0,1024,6.7517385726824655
2,3,12,1050000.0,2048,7.329766180458844
2,3,12,5240000.0,512,6.75310642895732
2,3,12,5240000.0,1024,6.799483239273815
2,3,12,5240000.0,2048,6.869547296833138
2,3,12,10500000.0,512,6.916585973163646
2,3,12,10500000.0,1024,6.779661016949152
2,3,12,10500000.0,2048,6.680919294494923
2,3,12,105000000.0,512,6.927126627874758
2,3,12,105000000.0,1024,6.776445076912651
2,3,12,105000000.0,2048,6.778282383244086
2,6,1,262000.0,512,10.125351855976994
2,6,1,262000.0,1024,10.312361427643316
2,6,1,262000.0,2048,10.217218055867749
2,6,1,1050000.0,512,10.088679492741194
2,6,1,1050000.0,1024,10.502326265267756
2,6,1,1050000.0,2048,10.46977898296567
2,6,1,5240000.0,512,10.276858569872362
2,6,1,5240000.0,1024,10.297282547135811
2,6,1,5240000.0,2048,10.103459424506951
2,6,1,10500000.0,512,10.215548064153642
2,6,1,10500000.0,1024,9.937394415184338
2,6,1,10500000.0,2048,10.356040678527785
2,6,1,105000000.0,512,10.117361392148927
2,6,1,105000000.0,1024,10.260935592107288
2,6,1,105000000.0,2048,10.184129053283362
2,6,2,262000.0,512,8.516436722875149
2,6,2,262000.0,1024,8.388558006878618
2,6,2,262000.0,2048,8.700948403375968
2,6,2,1050000.0,512,8.504847763225039
2,6,2,1050000.0,1024,8.743551630672378
2,6,2,1050000.0,2048,8.382932349735938
2,6,2,5240000.0,512,8.640055296353896
2,6,2,5240000.0,1024,8.579272477693891
2,6,2,5240000.0,2048,8.494733265375467
2,6,2,10500000.0,512,8.750437521876094
2,6,2,10500000.0,1024,8.667764583513911
2,6,2,10500000.0,2048,8.618460742911315
2,6,2,105000000.0,512,8.58000858000858
2,6,2,105000000.0,1024,8.491126772522714
2,6,2,105000000.0,2048,8.769622029290538
2,6,3,262000.0,512,8.640801866413204
2,6,3,262000.0,1024,8.368200836820083
2,6,3,262000.0,2048,8.24538258575198
2,6,3,1050000.0,512,8.377314233056882
2,6,3,1050000.0,1024,8.587376556462
2,6,3,1050000.0,2048,8.434547908232119
2,6,3,5240000.0,512,8.485362749257531
2,6,3,5240000.0,1024,8.23587547356284
2,6,3,5240000.0,2048,8.56091088091773
2,6,3,10500000.0,512,8.465250148141877
2,6,3,10500000.0,1024,8.669267446900736
2,6,3,10500000.0,2048,8.428860418071476
2,6,3,105000000.0,512,8.542627712284299
2,6,3,105000000.0,1024,8.328475056217206
2,6,3,105000000.0,2048,8.461668641056017
2,6,6,262000.0,512,7.704160246533128
2,6,6,262000.0,1024,7.77363184079602
2,6,6,262000.0,2048,7.514277126540427
2,6,6,1050000.0,512,7.6411706273401085
2,6,6,1050000.0,1024,7.684623069238454
2,6,6,1050000.0,2048,7.664597225415805
2,6,6,5240000.0,512,7.818608287724785
2,6,6,5240000.0,1024,7.635336336565626
2,6,6,5240000.0,2048,7.608612949859241
2,6,6,10500000.0,512,7.697044334975369
2,6,6,10500000.0,1024,7.526719855486979
2,6,6,10500000.0,2048,7.749535027898326
2,6,6,105000000.0,512,7.675186123263489
2,6,6,105000000.0,1024,7.3806184958299506
2,6,6,105000000.0,2048,7.662835249042145
2,6,9,262000.0,512,7.034327518289252
2,6,9,262000.0,1024,6.9103724690760835
2,6,9,262000.0,2048,6.907985631389887
2,6,9,1050000.0,512,7.060650992021464
2,6,9,1050000.0,1024,6.873324627122139
2,6,9,1050000.0,2048,7.034822370735139
2,6,9,5240000.0,512,7.027406886858749
2,6,9,5240000.0,1024,6.987631891551953
2,6,9,5240000.0,2048,6.991051454138702
2,6,9,10500000.0,512,6.893223960846488
2,6,9,10500000.0,1024,6.948304613674264
2,6,9,10500000.0,2048,6.8385420228407305
2,6,9,105000000.0,512,6.987631891551953
2,6,9,105000000.0,1024,7.100255609201931
2,6,9,105000000.0,2048,7.081651441116068
2,6,12,262000.0,512,6.70690811535882
2,6,12,262000.0,1024,6.4880295854149095
2,6,12,262000.0,2048,6.629541235746486
2,6,12,1050000.0,512,6.442053726728081
2,6,12,1050000.0,1024,6.463706289186219
2,6,12,1050000.0,2048,6.554798112218144
2,6,12,5240000.0,512,6.432522835456066
2,6,12,5240000.0,1024,6.519329812895235
2,6,12,5240000.0,2048,6.624710168930109
2,6,12,10500000.0,512,6.415602745877975
2,6,12,10500000.0,1024,6.300800201625607
2,6,12,10500000.0,2048,6.605456106744171
2,6,12,105000000.0,512,6.384472961757007
2,6,12,105000000.0,1024,6.558667278808946
2,6,12,105000000.0,2048,6.4193092823212226
3,1,1,262000.0,512,12.9362759048925
3,1,1,262000.0,1024,12.571026298587016
3,1,1,262000.0,2048,12.730258551551183
3,1,1,1050000.0,512,12.663517671938912
3,1,1,1050000.0,1024,12.746485156718034
3,1,1,1050000.0,2048,12.872663611554504
3,1,1,5240000.0,512,12.691482745929207
3,1,1,5240000.0,1024,12.718439193142217
3,1,1,5240000.0,2048,12.7257225028951
3,1,1,10500000.0,512,12.592238144407787
3,1,1,10500000.0,1024,12.61543119543826
3,1,1,10500000.0,2048,12.50015625195315
3,1,1,105000000.0,512,12.595410232511274
3,1,1,105000000.0,1024,12.722484446762763
3,1,1,105000000.0,2048,12.89906481780071
3,1,2,262000.0,512,9.002520705797624
3,1,2,262000.0,1024,8.80281690140845
3,1,2,262000.0,2048,9.033423667570009
3,1,2,1050000.0,512,8.9349535382416
3,1,2,1050000.0,1024,8.848774444739403
3,1,2,1050000.0,2048,8.824567596187787
3,1,2,5240000.0,512,8.608074373762589
3,1,2,5240000.0,1024,8.829242450997704
3,1,2,5240000.0,2048,8.765010079761591
3,1,2,10500000.0,512,9.153318077803204
3,1,2,10500000.0,1024,8.927774305865547
3,1,2,10500000.0,2048,8.649770781074302
3,1,2,105000000.0,512,8.797395970792646
3,1,2,105000000.0,1024,8.684324793747287
3,1,2,105000000.0,2048,8.967805577975069
3,1,3,262000.0,512,8.303578842481109
3,1,3,262000.0,1024,8.409721638213774
3,1,3,262000.0,2048,8.315316813570597
3,1,3,1050000.0,512,8.442380751371887
3,1,3,1050000.0,1024,8.459521191100583
3,1,3,1050000.0,2048,8.454514710855596
3,1,3,5240000.0,512,8.374507997655138
3,1,3,5240000.0,1024,8.355614973262032
3,1,3,5240000.0,2048,8.266512358435977
3,1,3,10500000.0,512,8.463100880162491
3,1,3,10500000.0,1024,8.47816871555744
3,1,3,10500000.0,2048,8.422471153036302
3,1,3,105000000.0,512,8.394895903290799
3,1,3,105000000.0,1024,8.445232666159953
3,1,3,105000000.0,2048,8.403361344537815
3,1,6,262000.0,512,8.389261744966444
3,1,6,262000.0,1024,8.564576909900651
3,1,6,262000.0,2048,8.286377195889957
3,1,6,1050000.0,512,8.21422704123542
3,1,6,1050000.0,1024,8.29462508294625
3,1,6,1050000.0,2048,8.08996035919424
3,1,6,5240000.0,512,8.229098090849243
3,1,6,5240000.0,1024,8.582217645039478
3,1,6,5240000.0,2048,8.348639171814995
3,1,6,10500000.0,512,8.697921196833956
3,1,6,10500000.0,1024,8.44095551616443
3,1,6,10500000.0,2048,8.251505899826718
3,1,6,105000000.0,512,8.48824378236143
3,1,6,105000000.0,1024,8.29737802854298
3,1,6,105000000.0,2048,8.28363154406892
3,1,9,262000.0,512,8.050233456770247
3,1,9,262000.0,1024,8.223684210526315
3,1,9,262000.0,2048,8.23045267489712
3,1,9,1050000.0,512,8.13868316106454
3,1,9,1050000.0,1024,8.09651040401587
3,1,9,1050000.0,2048,8.143985666585227
3,1,9,5240000.0,512,8.310479514667996
3,1,9,5240000.0,1024,8.021175904387583
3,1,9,5240000.0,2048,7.863489816780687
3,1,9,10500000.0,512,8.175946365791841
3,1,9,10500000.0,1024,8.132726089785296
3,1,9,10500000.0,2048,8.112273870365863
3,1,9,105000000.0,512,8.375910880308233
3,1,9,105000000.0,1024,8.141996417521577
3,1,9,105000000.0,2048,8.300821781356355
3,1,12,262000.0,512,8.137358613394092
3,1,12,262000.0,1024,7.990411506192569
3,1,12,262000.0,2048,8.058017727639001
3,1,12,1050000.0,512,8.21422704123542
3,1,12,1050000.0,1024,8.025682182985554
3,1,12,1050000.0,2048,7.796055196070788
3,1,12,5240000.0,512,7.945967421533572
3,1,12,5240000.0,1024,7.975117632985087
3,1,12,5240000.0,2048,8.010894816951053
3,1,12,10500000.0,512,7.921419518377693
3,1,12,10500000.0,1024,8.023106546854942
3,1,12,10500000.0,2048,8.341675008341674
3,1,12,105000000.0,512,8.007046200656578
3,1,12,105000000.0,1024,8.052826542116282
3,1,12,105000000.0,2048,8.379420144126026
3,2,1,262000.0,512,11.961007116799234
3,2,1,262000.0,1024,11.866760018512146
3,2,1,262000.0,2048,12.197501951600312
3,2,1,1050000.0,512,12.527717575134986
3,2,1,1050000.0,1024,12.197799516967137
3,2,1,1050000.0,2048,12.000192003072048
3,2,1,5240000.0,512,12.242749231767485
3,2,1,5240000.0,1024,12.148158946511655
3,2,1,5240000.0,2048,11.802195208308746
3,2,1,10500000.0,512,12.238553892472066
3,2,1,10500000.0,1024,12.202264740335805
3,2,1,10500000.0,2048,11.894849530153444
3,2,1,105000000.0,512,11.933743854121914
3,2,1,105000000.0,1024,12.26406995425502
3,2,1,105000000.0,2048,12.539027723790296
3,2,2,262000.0,512,8.755800717975658
3,2,2,262000.0,1024,8.679802100512108
3,2,2,262000.0,2048,8.664009703690867
3,2,2,1050000.0,512,8.357709987463435
3,2,2,1050000.0,1024,8.84251481121231
3,2,2,1050000.0,2048,8.833141948591114
3,2,2,5240000.0,512,8.511362669163333
3,2,2,5240000.0,1024,8.609556607834696
3,2,2,5240000.0,2048,8.583690987124463
3,2,2,10500000.0,512,8.560178051703476
3,2,2,10500000.0,1024,8.703220191470844
3,2,2,10500000.0,2048,8.567511994516792
3,2,2,105000000.0,512,8.811349017534585
3,2,2,105000000.0,1024,8.731336767659128
3,2,2,105000000.0,2048,8.689607229753214
3,2,3,262000.0,512,7.902015013828526
3,2,3,262000.0,1024,7.9923273657289
3,2,3,262000.0,2048,8.052178114179886
3,2,3,1050000.0,512,8.121497604158208
3,2,3,1050000.0,1024,8.173273395995096
3,2,3,1050000.0,2048,7.964954201513342
3,2,3,5240000.0,512,8.08276753960556
3,2,3,5240000.0,1024,8.031483414986749
3,2,3,5240000.0,2048,8.120178643930167
3,2,3,10500000.0,512,7.937137868084768
3,2,3,10500000.0,1024,7.848061528802385
3,2,3,10500000.0,2048,8.022462896109106
3,2,3,105000000.0,512,8.20950660865282
3,2,3,105000000.0,1024,7.94912559618442
3,2,3,105000000.0,2048,8.120178643930167
3,2,6,262000.0,512,7.018036353428311
3,2,6,262000.0,1024,7.18752246100769
3,2,6,262000.0,2048,7.03037120359955
3,2,6,1050000.0,512,7.069635913750441
3,2,6,1050000.0,1024,7.15307582260372
3,2,6,1050000.0,2048,7.158196134574087
3,2,6,5240000.0,512,7.121999857560003
3,2,6,5240000.0,1024,6.946856547412296
3,2,6,5240000.0,2048,7.017051434987018
3,2,6,10500000.0,512,7.151541157119359
3,2,6,10500000.0,1024,6.997900629811057
3,2,6,10500000.0,2048,7.291818579553741
3,2,6,105000000.0,512,7.1746305065289135
3,2,6,105000000.0,1024,7.100759781296599
3,2,6,105000000.0,2048,7.213966238638003
3,2,9,262000.0,512,6.417661404184315
3,2,9,262000.0,1024,6.500682571670025
3,2,9,262000.0,2048,6.617257808364214
3,2,9,1050000.0,512,6.732646603379789
3,2,9,1050000.0,1024,6.72449734382355
3,2,9,1050000.0,2048,6.595870984763538
3,2,9,5240000.0,512,6.65513110608279
3,2,9,5240000.0,1024,6.5286936084089575
3,2,9,5240000.0,2048,6.568575932737782
3,2,9,10500000.0,512,6.600660066006601
3,2,9,10500000.0,1024,6.339948012426298
3,2,9,10500000.0,2048,6.622078008078935
3,2,9,105000000.0,512,7.15000715000715
3,2,9,105000000.0,1024,6.3605139295255055
3,2,9,105000000.0,2048,6.460783046905285
3,2,12,262000.0,512,6.241418050181001
3,2,12,262000.0,1024,6.403278478581034
3,2,12,262000.0,2048,6.454111268878275
3,2,12,1050000.0,512,6.293662282081944
3,2,12,1050000.0,1024,6.559527714004592
3,2,12,1050000.0,2048,6.1109753116597405
3,2,12,5240000.0,512,6.267627702914447
3,2,12,5240000.0,1024,6.30715862503942
3,2,12,5240000.0,2048,6.4553611774578785
3,2,12,10500000.0,512,6.228977201943441
3,2,12,10500000.0,1024,6.257822277847309
3,2,12,10500000.0,2048,6.370238246910435
3,2,12,105000000.0,512,6.347997206881229
3,2,12,105000000.0,1024,6.3191153238546605
3,2,12,105000000.0,2048,6.377144314775843
3,3,1,262000.0,512,12.201073694485114
3,3,1,262000.0,1024,12.328784012032893
3,3,1,262000.0,2048,11.719207781553967
3,3,1,1050000.0,512,12.184126519969784
3,3,1,1050000.0,1024,11.776621051887792
3,3,1,1050000.0,2048,11.956287811760205
3,3,1,5240000.0,512,11.730893307525369
3,3,1,5240000.0,1024,12.293167457527106
3,3,1,5240000.0,2048,11.764705882352942
3,3,1,10500000.0,512,12.461214469962243
3,3,1,10500000.0,1024,11.914548855607581
3,3,1,10500000.0,2048,11.748672400018798
3,3,1,105000000.0,512,12.291354261412522
3,3,1,105000000.0,1024,12.37103199148873
3,3,1,105000000.0,2048,12.289088518304597
3,3,2,262000.0,512,8.567511994516792
3,3,2,262000.0,1024,8.81445570736007
3,3,2,262000.0,2048,8.556515786771627
3,3,2,1050000.0,512,8.624407072013799
3,3,2,1050000.0,1024,8.725242125468982
3,3,2,1050000.0,2048,8.664009703690867
3,3,2,5240000.0,512,8.566044200788076
3,3,2,5240000.0,1024,8.805142203046579
3,3,2,5240000.0,2048,8.714596949891067
3,3,2,10500000.0,512,8.330556481172943
3,3,2,10500000.0,1024,8.583690987124463
3,3,2,10500000.0,2048,8.592541673827117
3,3,2,105000000.0,512,8.519338899301415
3,3,2,105000000.0,1024,8.674531575294933
3,3,2,105000000.0,2048,9.027715085311907
3,3,3,262000.0,512,7.272198385571959
3,3,3,262000.0,1024,7.452120128176467
3,3,3,262000.0,2048,7.508634930169695
3,3,3,1050000.0,512,7.433286255853713
3,3,3,1050000.0,1024,7.32171621027969
3,3,3,1050000.0,2048,7.32493407559332
3,3,3,5240000.0,512,7.287567409998543
3,3,3,5240000.0,1024,7.427764985515858
3,3,3,5240000.0,2048,7.253735673872044
3,3,3,10500000.0,512,7.485590238790329
3,3,3,10500000.0,1024,7.314218841427736
3,3,3,10500000.0,2048,7.198905766323519
3,3,3,105000000.0,512,7.152564194263643
3,3,3,105000000.0,1024,7.29235032450959
3,3,3,105000000.0,2048,7.4079561448996225
3,3,6,262000.0,512,6.450364445591176
3,3,6,262000.0,1024,6.456611570247934
3,3,6,262000.0,2048,6.496881496881497
3,3,6,1050000.0,512,6.6002244076298595
3,3,6,1050000.0,1024,6.421782686873876
3,3,6,1050000.0,2048,6.492241771083555
3,3,6,5240000.0,512,6.7222371605270235
3,3,6,5240000.0,1024,6.504911207962011
3,3,6,5240000.0,2048,6.393044367727912
3,3,6,10500000.0,512,6.513809275664409
3,3,6,10500000.0,1024,6.513385006187716
3,3,6,10500000.0,2048,6.474168069403082
3,3,6,105000000.0,512,6.391001469930338
3,3,6,105000000.0,1024,6.54150585464774
3,3,6,105000000.0,2048,6.51508241579256
3,3,9,262000.0,512,6.138358602909582
3,3,9,262000.0,1024,5.6711847104860205
3,3,9,262000.0,2048,5.85514374377891
3,3,9,1050000.0,512,5.7850283466388985
3,3,9,1050000.0,1024,5.865446653762684
3,3,9,1050000.0,2048,5.9605412171425165
3,3,9,5240000.0,512,5.933309600094933
3,3,9,5240000.0,1024,6.102770657878677
3,3,9,5240000.0,2048,5.85514374377891
3,3,9,10500000.0,512,6.0353672520972905
3,3,9,10500000.0,1024,5.85171747908011
3,3,9,10500000.0,2048,5.940711697261332
3,3,9,105000000.0,512,5.900053100477904
3,3,9,105000000.0,1024,5.911563017261764
3,3,9,105000000.0,2048,5.884083553986467
3,3,12,262000.0,512,5.638249887235002
3,3,12,262000.0,1024,5.449888277290316
3,3,12,262000.0,2048,5.6141926790927466
3,3,12,1050000.0,512,5.58909009613235
3,3,12,1050000.0,1024,5.396945328943818
3,3,12,1050000.0,2048,5.358195359802818
3,3,12,5240000.0,512,5.495713343591998
3,3,12,5240000.0,1024,5.615138413161884
3,3,12,5240000.0,2048,5.572893446277307
3,3,12,10500000.0,512,5.7590416954618755
3,3,12,10500000.0,1024,5.637614161686774
3,3,12,10500000.0,2048,5.601299501484345
3,3,12,105000000.0,512,5.549697541483989
3,3,12,105000000.0,1024,5.5432372505543235
3,3,12,105000000.0,2048,5.512679162072767
3,6,1,262000.0,512,12.218665233009947
3,6,1,262000.0,1024,11.959004532462718
3,6,1,262000.0,2048,11.84286881654212
3,6,1,1050000.0,512,11.964441679329033
3,6,1,1050000.0,1024,12.024289063909096
3,6,1,1050000.0,2048,11.887920683793197
3,6,1,5240000.0,512,12.407255763170301
3,6,1,5240000.0,1024,11.885659951268794
3,6,1,5240000.0,2048,11.880717595342759
3,6,1,10500000.0,512,11.681970047428797
3,6,1,10500000.0,1024,11.984516005321124
3,6,1,10500000.0,2048,11.827181227897954
3,6,1,105000000.0,512,11.911568515342099
3,6,1,105000000.0,1024,11.841746894501876
3,6,1,105000000.0,2048,11.74025852049262
3,6,2,262000.0,512,8.600670852326482
3,6,2,262000.0,1024,8.320852055250457
3,6,2,262000.0,2048,8.480325644504749
3,6,2,1050000.0,512,8.616975441619992
3,6,2,1050000.0,1024,8.625150940141452
3,6,2,1050000.0,2048,8.839388314328648
3,6,2,5240000.0,512,8.468834688346883
3,6,2,5240000.0,1024,8.354916868577158
3,6,2,5240000.0,2048,8.438818565400844
3,6,2,10500000.0,512,8.589589417625838
3,6,2,10500000.0,1024,8.561643835616438
3,6,2,10500000.0,2048,8.198065256599442
3,6,2,105000000.0,512,8.417508417508417
3,6,2,105000000.0,1024,8.763473841030585
3,6,2,105000000.0,2048,8.259684480052861
3,6,3,262000.0,512,7.334604664808567
3,6,3,262000.0,1024,7.409602845287493
3,6,3,262000.0,2048,7.230657989877079
3,6,3,1050000.0,512,7.210845111047015
3,6,3,1050000.0,1024,7.306202966318405
3,6,3,1050000.0,2048,7.299802905321556
3,6,3,5240000.0,512,7.076640011322624
3,6,3,5240000.0,1024,7.096728408203818
3,6,3,5240000.0,2048,7.077140835102618
3,6,3,10500000.0,512,7.345379756133392
3,6,3,10500000.0,1024,7.078643731860976
3,6,3,10500000.0,2048,7.116424708226587
3,6,3,105000000.0,512,7.124536905101168
3,6,3,105000000.0,1024,7.212405337179949
3,6,3,105000000.0,2048,7.045230379033394
3,6,6,262000.0,512,6.458696635019053
3,6,6,262000.0,1024,6.420958006934635
3,6,6,262000.0,2048,6.6813656711431815
3,6,6,1050000.0,512,6.341154090044388
3,6,6,1050000.0,1024,6.439979392065945
3,6,6,1050000.0,2048,6.527841242900973
3,6,6,5240000.0,512,6.490977541217707
3,6,6,5240000.0,1024,6.30119722747322
3,6,6,5240000.0,2048,6.438735432361084
3,6,6,10500000.0,512,6.429214350006429
3,6,6,10500000.0,1024,6.320313487548982
3,6,6,10500000.0,2048,6.352836541515787
3,6,6,105000000.0,512,6.334325711028061
3,6,6,105000000.0,1024,6.506180871828237
3,6,6,105000000.0,2048,6.34236062662523
3,6,9,262000.0,512,5.815982319413749
3,6,9,262000.0,1024,5.81192607230036
3,6,9,262000.0,2048,5.871990604815032
3,6,9,1050000.0,512,5.79575750550597
3,6,9,1050000.0,1024,5.705808513066302
3,6,9,1050000.0,2048,5.852744937375629
3,6,9,5240000.0,512,5.858574023082782
3,6,9,5240000.0,1024,5.782352260899734
3,6,9,5240000.0,2048,5.710370031978072
3,6,9,10500000.0,512,5.736247346985602
3,6,9,10500000.0,1024,5.684402000909504
3,6,9,10500000.0,2048,5.897965202005309
3,6,9,105000000.0,512,5.898313082458417
3,6,9,105000000.0,1024,5.885815185403178
3,6,9,105000000.0,2048,5.850690381465013
3,6,12,262000.0,512,5.343022013250694
3,6,12,262000.0,1024,5.476751191193384
3,6,12,262000.0,2048,5.46000546000546
3,6,12,1050000.0,512,5.440992437020513
3,6,12,1050000.0,1024,5.345306820611503
3,6,12,1050000.0,2048,5.357908272610373
3,6,12,5240000.0,512,5.373455131649651
3,6,12,5240000.0,1024,5.342736549660736
3,6,12,5240000.0,2048,5.325380764724678
3,6,12,10500000.0,512,5.325664376630985
3,6,12,10500000.0,1024,5.451670937142234
3,6,12,10500000.0,2048,5.4282922592552385
3,6,12,105000000.0,512,5.432125590743658
3,6,12,105000000.0,1024,5.270925574530888
3,6,12,105000000.0,2048,5.383580080753701
