spouts,max_spout,spout_wait,spliters,counters,netty_min_wait,$<throughput
1,10,100,1,12,1000,106.21687361254209
1,10,100,2,1,10,110.28276500948432
1,10,100,2,1,100,107.79927774483912
1,10,100,2,1,1000,110.74197120708749
1,10,100,2,3,10,108.49634909785286
1,10,100,2,3,100,103.77534712853614
1,10,100,2,3,1000,100.60969475018612
1,10,100,2,6,10,108.6295298513948
1,10,100,2,6,100,106.21687361254209
1,10,100,2,6,1000,106.70308798736636
1,10,100,2,12,10,101.46515686513251
1,10,100,2,12,100,107.83066272725313
1,10,100,2,12,1000,105.75743474766277
1,10,100,3,1,10,105.4529732465807
1,10,100,3,1,100,108.45986984815619
1,10,100,3,1,1000,111.55982953658047
1,10,100,3,3,10,105.42295690309523
1,10,100,3,3,100,112.20951761128379
1,10,100,3,3,1000,112.14408271747541
1,10,100,3,6,10,108.77960164909877
1,10,100,3,6,100,109.11074740861974
1,10,100,3,6,1000,111.00996869518882
1,10,100,3,12,10,108.02519147465189
1,10,100,3,12,100,109.40200862087829
1,10,100,3,12,1000,108.89094571786356
1,10,100,6,1,10,106.01193694409992
1,10,100,6,1,100,105.80667005248011
1,10,100,6,1,1000,104.16015665687561
1,10,100,6,3,10,107.64262648008611
1,10,100,6,3,100,107.49914000687994
1,10,100,6,3,1000,106.150351357663
1,10,100,6,6,10,105.43296045209654
1,10,100,6,6,100,112.6570157156537
1,10,100,6,6,1000,111.65449632656707
1,10,100,6,12,10,107.23515597353436
1,10,100,6,12,100,112.85153252381167
1,10,100,6,12,1000,110.58399407269792
1,100,1,1,1,10,10.929081192144176
1,100,1,1,1,100,10.727311735679038
1,100,1,1,1,1000,11.075178310370797
1,100,1,1,3,10,8.080155138978668
1,100,1,1,3,100,8.322929671244278
1,100,1,1,3,1000,7.889546351084813
1,100,1,1,6,10,7.269026677327906
1,100,1,1,6,100,7.315824127587973
1,100,1,1,6,1000,7.6923076923076925
1,100,1,1,12,10,6.579380222383051
1,100,1,1,12,100,6.666222251849876
1,100,1,1,12,1000,6.650704974727321
1,100,1,2,1,10,12.420508744038155
1,100,1,2,1,100,11.999472023230977
1,100,1,2,1,1000,12.007108208059172
1,100,1,2,3,10,7.099751508697196
1,100,1,2,3,100,7.045726766715987
1,100,1,2,3,1000,7.166403898523721
1,100,1,2,6,10,5.94883997620464
1,100,1,2,6,100,5.796765404904064
1,100,1,2,6,1000,5.749108888122341
1,100,1,2,12,10,4.61723150798781
1,100,1,2,12,100,5.002501250625313
1,100,1,2,12,1000,4.925623091321052
1,100,1,3,1,10,11.722367449330065
1,100,1,3,1,100,11.908306043465316
1,100,1,3,1,1000,12.441834424067485
1,100,1,3,3,10,8.188666885031116
1,100,1,3,3,100,7.999360051195905
1,100,1,3,3,1000,8.233841086867024
1,100,1,3,6,10,7.5460307878056145
1,100,1,3,6,100,7.865963973885
1,100,1,3,6,1000,7.623694442326752
1,100,1,3,12,10,7.461016190405133
1,100,1,3,12,100,7.768197001475958
1,100,1,3,12,1000,7.434944237918216
1,100,1,6,1,10,12.19437839156149
1,100,1,6,1,100,11.868872694471479
1,100,1,6,1,1000,11.735987231245893
1,100,1,6,3,10,7.769404086706549
1,100,1,6,3,100,7.888301648655045
1,100,1,6,3,1000,7.955449482895784
1,100,1,6,6,10,7.560293339381568
1,100,1,6,6,100,7.322252324815113
1,100,1,6,6,1000,7.383888355608063
1,100,1,6,12,10,6.637461834594451
1,100,1,6,12,100,7.1792662789862876
1,100,1,6,12,1000,6.984215672579969
1,100,2,1,1,10,11.164327740005135
1,100,2,1,1,100,10.906433705242723
1,100,2,1,1,1000,11.10851912331567
1,100,2,1,3,10,7.687576875768758
1,100,2,1,3,100,7.356727727506805
1,100,2,1,3,1000,8.286377195889957
1,100,2,1,6,10,7.040766035344645
1,100,2,1,6,100,6.83480281593876
1,100,2,1,6,1000,7.465472191116088
1,100,2,1,12,10,6.696578048617156
1,100,2,1,12,100,6.480041472265422
1,100,2,1,12,1000,6.615944426066821
1,100,2,2,1,10,11.628447834783012
1,100,2,2,1,100,12.010713556492393
1,100,2,2,1,1000,12.216575449569977
1,100,2,2,3,10,6.97495989398061
1,100,2,2,3,100,6.818026863025841
1,100,2,2,3,1000,7.3389109056216055
1,100,2,2,6,10,5.5934668307416935
1,100,2,2,6,100,5.678914191606565
1,100,2,2,6,1000,5.632216277105041
1,100,2,2,12,10,4.874719703617042
1,100,2,2,12,100,4.533297066956798
1,100,2,2,12,1000,4.7256745900477295
1,100,2,3,1,10,11.573270374742494
1,100,2,3,1,100,11.788977306218685
1,100,2,3,1,1000,11.59406847456841
1,100,2,3,3,10,7.437156031533542
1,100,2,3,3,100,7.588404917286386
1,100,2,3,3,1000,7.6411706273401085
1,100,2,3,6,10,7.355104442483083
1,100,2,3,6,100,7.5216246709289205
1,100,2,3,6,1000,7.318501170960188
1,100,2,3,12,10,7.308872971787751
1,100,2,3,12,100,6.924728204417977
1,100,2,3,12,1000,7.120985544399345
1,100,2,6,1,10,11.318362911988409
1,100,2,6,1,100,11.290632162494779
1,100,2,6,1,1000,11.56978896704924
1,100,2,6,3,10,8.012820512820513
1,100,2,6,3,100,7.555152614082805
1,100,2,6,3,1000,7.782101167315175
1,100,2,6,6,10,7.1890726096333575
1,100,2,6,6,100,7.080147267063155
1,100,2,6,6,1000,7.057661091114404
1,100,2,6,12,10,6.7150147730325
1,100,2,6,12,100,6.69478476266988
1,100,2,6,12,1000,6.954102920723226
1,100,3,1,1,10,10.79249274204863
1,100,3,1,1,100,10.69919221098807
1,100,3,1,1,1000,11.110000111100002
1,100,3,1,3,10,7.799703611262772
1,100,3,1,3,100,7.0876745339854
1,100,3,1,3,1000,7.777259293824856
1,100,3,1,6,10,6.885155604516662
1,100,3,1,6,100,6.939143709666228
1,100,3,1,6,1000,6.829201666325207
1,100,3,1,12,10,6.252344629235964
1,100,3,1,12,100,6.513809275664409
1,100,3,1,12,1000,6.5928270042194095
1,100,3,2,1,10,12.31193518997316
1,100,3,2,1,100,11.735711770918906
1,100,3,2,1,1000,11.890323654609878
1,100,3,2,3,10,6.93721817551162
1,100,3,2,3,100,6.570733950982325
1,100,3,2,3,1000,6.988120195667365
1,100,3,2,6,10,5.359631257369493
1,100,3,2,6,100,5.670541536716756
1,100,3,2,6,1000,5.658028742786013
1,100,3,2,12,10,4.637143519591931
1,100,3,2,12,100,4.683402023229674
1,100,3,2,12,1000,4.610844706750276
1,100,3,3,1,10,11.334527236868949
1,100,3,3,1,100,11.843289592117106
1,100,3,3,1,1000,11.601870221479704
1,100,3,3,3,10,7.378440197742197
1,100,3,3,3,100,8.029548739360848
1,100,3,3,3,1000,8.034709946970914
1,100,3,3,6,10,7.377895824110963
1,100,3,3,6,100,7.3211801742440885
1,100,3,3,6,1000,7.200979333189314
1,100,3,3,12,10,6.964758322886196
1,100,3,3,12,100,7.041261794113505
1,100,3,3,12,1000,7.007217433956976
1,100,3,6,1,10,11.853116184244838
1,100,3,6,1,100,11.473021190670138
1,100,3,6,1,1000,11.574743908791017
1,100,3,6,3,10,7.49063670411985
1,100,3,6,3,100,7.645844483523205
1,100,3,6,3,1000,7.576905591756327
1,100,3,6,6,10,7.3518600205852085
1,100,3,6,6,100,7.165890361877463
1,100,3,6,6,1000,7.207207207207207
1,100,3,6,12,10,7.009182028457279
1,100,3,6,12,100,6.350415952244872
1,100,3,6,12,1000,6.3938618925831205
1,100,10,1,1,10,10.969843899121315
1,100,10,1,1,100,10.643053279124716
1,100,10,1,1,1000,11.05791027611602
1,100,10,1,3,10,7.23589001447178
1,100,10,1,3,100,7.6115086010047195
1,100,10,1,3,1000,7.253209545223761
1,100,10,1,6,10,6.927126627874758
1,100,10,1,6,100,6.448284756254836
1,100,10,1,6,1000,6.831534362617844
1,100,10,1,12,10,6.406970784213224
1,100,10,1,12,100,6.553509404285995
1,100,10,1,12,1000,6.271558482282847
1,100,10,2,1,10,11.595009507907797
1,100,10,2,1,100,11.558422044222521
1,100,10,2,1,1000,11.590574544780184
1,100,10,2,3,10,6.869075422448138
1,100,10,2,3,100,6.482561908466226
1,100,10,2,3,1000,6.536802196365538
1,100,10,2,6,10,5.663797009515179
1,100,10,2,6,100,5.289046384936796
1,100,10,2,6,1000,5.383580080753701
1,100,10,2,12,10,4.637573621481241
1,100,10,2,12,100,4.3803933593236675
1,100,10,2,12,1000,4.503084612959878
1,100,10,3,1,10,11.796904492261232
1,100,10,3,1,100,11.795930404010617
1,100,10,3,1,1000,11.325669630216886
1,100,10,3,3,10,7.320108337603396
1,100,10,3,3,100,7.644091117566122
1,100,10,3,3,1000,7.694675284702986
1,100,10,3,6,10,6.745362563237774
1,100,10,3,6,100,7.088679379031686
1,100,10,3,6,1000,6.743088334457181
1,100,10,3,12,10,6.670669068107531
1,100,10,3,12,100,6.691201070592172
1,100,10,3,12,1000,6.354451293130838
1,100,10,6,1,10,11.040086554278586
1,100,10,6,1,100,10.982373290868157
1,100,10,6,1,1000,11.561228264890861
1,100,10,6,3,10,7.138777841233581
1,100,10,6,3,100,7.0116393212733135
1,100,10,6,3,1000,7.1285999429712
1,100,10,6,6,10,6.775985905949316
1,100,10,6,6,100,6.552650547146321
1,100,10,6,6,1000,6.54407434068451
1,100,10,6,12,10,5.76435323956652
1,100,10,6,12,100,6.282590940503864
1,100,10,6,12,1000,6.260172780768749
1,100,100,1,1,10,13.655419153090904
1,100,100,1,1,100,13.1542600071033
1,100,100,1,1,1000,13.313451911811695
1,100,100,1,3,10,10.952662592276182
1,100,100,1,3,100,11.182555213866369
1,100,100,1,3,1000,11.420870498749416
1,100,100,1,6,10,11.133501820327549
1,100,100,1,6,100,11.427787808835966
1,100,100,1,6,1000,11.594875065221173
1,100,100,1,12,10,11.267351721651343
1,100,100,1,12,100,11.000616034497932
1,100,100,1,12,1000,11.568852022813777
1,100,100,2,1,10,12.350863325346442
1,100,100,2,1,100,12.57071024512885
1,100,100,2,1,1000,12.910222314028248
1,100,100,2,3,10,10.884590684967293
1,100,100,2,3,100,10.897400969868686
1,100,100,2,3,1000,10.972732759093653
1,100,100,2,6,10,10.891822419727268
1,100,100,2,6,100,11.075668970405813
1,100,100,2,6,1000,11.164577029999219
1,100,100,2,12,10,11.472889561965076
1,100,100,2,12,100,10.831771752905622
1,100,100,2,12,1000,10.648720023853134
1,100,100,3,1,10,13.104270681815203
1,100,100,3,1,100,13.182525244535842
1,100,100,3,1,1000,13.662695376543885
1,100,100,3,3,10,11.961436329274418
1,100,100,3,3,100,11.728829462819611
1,100,100,3,3,1000,11.744532919925774
1,100,100,3,6,10,11.375399560909578
1,100,100,3,6,100,11.609817261476305
1,100,100,3,6,1000,11.49967225934061
1,100,100,3,12,10,12.198692300185419
1,100,100,3,12,100,11.674332811879802
1,100,100,3,12,1000,11.640223957908951
1,100,100,6,1,10,13.598596624828318
1,100,100,6,1,100,13.294866851908479
1,100,100,6,1,1000,13.189828004642818
1,100,100,6,3,10,11.718658447980875
1,100,100,6,3,100,12.225237780874838
1,100,100,6,3,1000,12.281692908550514
1,100,100,6,6,10,11.77038336138608
1,100,100,6,6,100,12.446015408167076
1,100,100,6,6,1000,11.999328037629894
1,100,100,6,12,10,12.216724696108972
1,100,100,6,12,100,12.036446359576798
1,100,100,6,12,1000,12.61049950188527
1,1000,1,1,1,10,10.0
1,1000,1,1,1,100,10.203873390338972
1,1000,1,1,1,1000,10.046717235143417
1,1000,1,1,3,10,6.9362558091142406
1,1000,1,1,3,100,6.815703380588877
1,1000,1,1,3,1000,6.919936336585703
1,1000,1,1,6,10,6.487187804086928
1,1000,1,1,6,100,6.295247088448222
1,1000,1,1,6,1000,6.326311127981274
1,1000,1,1,12,10,5.635072692437732
1,1000,1,1,12,100,6.091617933723197
1,1000,1,1,12,1000,6.090875867949811
1,1000,1,2,1,10,12.252649635483673
1,1000,1,2,1,100,11.583727180057457
1,1000,1,2,1,1000,11.896123053496865
1,1000,1,2,3,10,6.191183754333829
1,1000,1,2,3,100,6.254299831133904
1,1000,1,2,3,1000,5.986590038314176
1,1000,1,2,6,10,5.396071659831643
1,1000,1,2,6,100,5.564830272676684
1,1000,1,2,6,1000,5.3754770735902815
1,1000,1,2,12,10,5.016051364365971
1,1000,1,2,12,100,4.859322610428106
1,1000,1,2,12,1000,4.9414438899046305
1,1000,1,3,1,10,9.938382031405288
1,1000,1,3,1,100,9.809691975671964
1,1000,1,3,1,1000,10.597486276255271
1,1000,1,3,3,10,6.2810124992148735
1,1000,1,3,3,100,6.086427267194157
1,1000,1,3,3,1000,6.645843025187745
1,1000,1,3,6,10,5.807538184563564
1,1000,1,3,6,100,5.969080164746613
1,1000,1,3,6,1000,6.0606060606060606
1,1000,1,3,12,10,6.568144499178982
1,1000,1,3,12,100,5.901445854234288
1,1000,1,3,12,1000,6.425496369594551
1,1000,1,6,1,10,9.59232613908873
1,1000,1,6,1,100,10.149811213511429
1,1000,1,6,1,1000,9.919650828290845
1,1000,1,6,3,10,5.848979353102884
1,1000,1,6,3,100,6.070171178827243
1,1000,1,6,3,1000,5.737893045673629
1,1000,1,6,6,10,5.657068507099621
1,1000,1,6,6,100,5.406282099799967
1,1000,1,6,6,1000,5.482456140350878
1,1000,1,6,12,10,5.427702996092054
1,1000,1,6,12,100,5.403944879762227
1,1000,1,6,12,1000,5.461198186882202
1,1000,2,1,1,10,10.172112137364204
1,1000,2,1,1,100,9.617234083477593
1,1000,2,1,1,1000,9.707795359673819
1,1000,2,1,3,10,6.913716814159292
1,1000,2,1,3,100,6.907985631389887
1,1000,2,1,3,1000,6.638783774812454
1,1000,2,1,6,10,6.286145335680161
1,1000,2,1,6,100,6.180469715698393
1,1000,2,1,6,1000,6.60414740457007
1,1000,2,1,12,10,6.00817111271329
1,1000,2,1,12,100,6.196554715578139
1,1000,2,1,12,1000,5.9073724007561434
1,1000,2,2,1,10,10.712258036871592
1,1000,2,2,1,100,10.757083539510766
1,1000,2,2,1,1000,11.250871942575548
1,1000,2,2,3,10,6.4316953949060975
1,1000,2,2,3,100,5.869922517022776
1,1000,2,2,3,1000,5.916109566349169
1,1000,2,2,6,10,5.411841108345059
1,1000,2,2,6,100,5.350454788657036
1,1000,2,2,6,1000,5.549081626990733
1,1000,2,2,12,10,4.860976083997667
1,1000,2,2,12,100,4.714534911131017
1,1000,2,2,12,1000,4.665484743864887
1,1000,2,3,1,10,9.788566953797964
1,1000,2,3,1,100,10.614471770812326
1,1000,2,3,1,1000,9.792401096748923
1,1000,2,3,3,10,6.503219093451259
1,1000,2,3,3,100,6.121074860745547
1,1000,2,3,3,1000,6.07053967097675
1,1000,2,3,6,10,6.352432981832042
1,1000,2,3,6,100,5.8530875036581795
1,1000,2,3,6,1000,5.887201224537855
1,1000,2,3,12,10,5.6840788950150625
1,1000,2,3,12,100,5.721478430026319
1,1000,2,3,12,1000,5.713632727688264
1,1000,2,6,1,10,10.14476580808132
1,1000,2,6,1,100,9.943323058566174
1,1000,2,6,1,1000,9.970089730807578
1,1000,2,6,3,10,6.045583701106342
1,1000,2,6,3,100,5.946010227137591
1,1000,2,6,3,1000,5.876131155247385
1,1000,2,6,6,10,5.691843588138198
1,1000,2,6,6,100,5.723770820216359
1,1000,2,6,6,1000,5.364519070865297
1,1000,2,6,12,10,5.167958656330749
1,1000,2,6,12,100,5.059960532307848
1,1000,2,6,12,1000,5.369127516778524
1,1000,3,1,1,10,9.91178511249876
1,1000,3,1,1,100,9.746588693957115
1,1000,3,1,1,1000,9.991008092716555
1,1000,3,1,3,10,6.62646610562587
1,1000,3,1,3,100,6.8115251004699955
1,1000,3,1,3,1000,6.518479890489538
1,1000,3,1,6,10,5.991611743559018
1,1000,3,1,6,100,6.109108681043436
1,1000,3,1,6,1000,6.033546518643659
1,1000,3,1,12,10,5.949901826619861
1,1000,3,1,12,100,5.926628341136727
1,1000,3,1,12,1000,5.533421868083223
1,1000,3,2,1,10,10.820754206568198
1,1000,3,2,1,100,11.353572969413475
1,1000,3,2,1,1000,11.40575990875392
1,1000,3,2,3,10,6.052169702838468
1,1000,3,2,3,100,6.211951795254069
1,1000,3,2,3,1000,5.8530875036581795
1,1000,3,2,6,10,5.467767510525452
1,1000,3,2,6,100,5.616399887672002
1,1000,3,2,6,1000,5.308982798895731
1,1000,3,2,12,10,4.750593824228028
1,1000,3,2,12,100,4.70876300795781
1,1000,3,2,12,1000,4.808385824878588
1,1000,3,3,1,10,9.675858732462506
1,1000,3,3,1,100,9.797198001371608
1,1000,3,3,1,1000,9.308386856557759
1,1000,3,3,3,10,5.901097604154373
1,1000,3,3,3,100,6.100536847242557
1,1000,3,3,3,1000,6.173220569170937
1,1000,3,3,6,10,5.988741166606779
1,1000,3,3,6,100,5.763024435223605
1,1000,3,3,6,1000,5.938594928439931
1,1000,3,3,12,10,5.566688933422401
1,1000,3,3,12,100,5.617346365576902
1,1000,3,3,12,1000,5.728032993470042
1,1000,3,6,1,10,9.662769349695623
1,1000,3,6,1,100,9.7380465478625
1,1000,3,6,1,1000,9.593246354566386
1,1000,3,6,3,10,5.841121495327103
1,1000,3,6,3,100,5.606638259699484
1,1000,3,6,3,1000,5.938594928439931
1,1000,3,6,6,10,5.825468950250495
1,1000,3,6,6,100,5.439512619669277
1,1000,3,6,6,1000,5.6417489421720735
1,1000,3,6,12,10,5.245213742460005
1,1000,3,6,12,100,5.173305742369374
1,1000,3,6,12,1000,5.154904892004742
1,1000,10,1,1,10,10.222335803731152
1,1000,10,1,1,100,9.254974548819991
1,1000,10,1,1,1000,9.5229025807066
1,1000,10,1,3,10,6.31751847874155
1,1000,10,1,3,100,6.311537490532694
1,1000,10,1,3,1000,6.20462865297512
1,1000,10,1,6,10,5.855486590935707
1,1000,10,1,6,100,5.915059742103395
1,1000,10,1,6,1000,5.679236710586097
1,1000,10,1,12,10,5.805515239477503
1,1000,10,1,12,100,5.790723261335341
1,1000,10,1,12,1000,5.361642807356174
1,1000,10,2,1,10,10.650194366047181
1,1000,10,2,1,100,10.151975066749237
1,1000,10,2,1,1000,10.364842454394694
1,1000,10,2,3,10,5.755064456721915
1,1000,10,2,3,100,5.94883997620464
1,1000,10,2,3,1000,5.906674542232723
1,1000,10,2,6,10,5.344735435595938
1,1000,10,2,6,100,5.401026194977046
1,1000,10,2,6,1000,5.218389604967907
1,1000,10,2,12,10,4.988775255674732
1,1000,10,2,12,100,4.6807713911252575
1,1000,10,2,12,1000,4.87685930260912
1,1000,10,3,1,10,9.854158454867955
1,1000,10,3,1,100,9.721952167995333
1,1000,10,3,1,1000,9.955201592832255
1,1000,10,3,3,10,5.779678649867067
1,1000,10,3,3,100,6.182380216383308
1,1000,10,3,3,1000,5.770340450086555
1,1000,10,3,6,10,5.937537109606935
1,1000,10,3,6,100,5.967299200381907
1,1000,10,3,6,1000,5.617030837499298
1,1000,10,3,12,10,5.62429696287964
1,1000,10,3,12,100,5.56235398820781
1,1000,10,3,12,1000,5.56823876607829
1,1000,10,6,1,10,9.549274255156607
1,1000,10,6,1,100,9.514747859181732
1,1000,10,6,1,1000,9.161704076958314
1,1000,10,6,3,10,5.691519635742743
1,1000,10,6,3,100,5.6993046848284505
1,1000,10,6,3,1000,5.718206770356816
1,1000,10,6,6,10,5.322546306152864
1,1000,10,6,6,100,5.467169646274124
1,1000,10,6,6,1000,5.650675255693056
1,1000,10,6,12,10,5.135843048636434
1,1000,10,6,12,100,5.008514474606832
1,1000,10,6,12,1000,5.08336722244815
1,1000,100,1,1,10,9.904912836767036
1,1000,100,1,1,100,9.569377990430622
1,1000,100,1,1,1000,9.560229445506693
1,1000,100,1,3,10,6.277857994852156
1,1000,100,1,3,100,6.363752068219422
1,1000,100,1,3,1000,6.375924509053813
1,1000,100,1,6,10,6.332721170286872
1,1000,100,1,6,100,5.860290670417252
1,1000,100,1,6,1000,6.4553611774578785
1,1000,100,1,12,10,5.832604257801108
1,1000,100,1,12,100,6.137981831573779
1,1000,100,1,12,1000,5.943536404160476
1,1000,100,2,1,10,10.340833884844475
1,1000,100,2,1,100,10.301207301495735
1,1000,100,2,1,1000,10.737102056155043
1,1000,100,2,3,10,6.124448799608035
1,1000,100,2,3,100,6.223549912870301
1,1000,100,2,3,1000,6.207709975789931
1,1000,100,2,6,10,5.536791982725209
1,1000,100,2,6,100,5.426819341184132
1,1000,100,2,6,1000,5.546927002440648
1,1000,100,2,12,10,4.8790007806401245
1,1000,100,2,12,100,4.936077792586011
1,1000,100,2,12,1000,4.883050930221202
1,1000,100,3,1,10,9.423294383716547
1,1000,100,3,1,100,9.572125969177755
1,1000,100,3,1,1000,9.053870529651427
1,1000,100,3,3,10,6.269592476489028
1,1000,100,3,3,100,7.121492664862555
1,1000,100,3,3,1000,6.547073458164201
1,1000,100,3,6,10,6.196938712276135
1,1000,100,3,6,100,6.34719136781974
1,1000,100,3,6,1000,6.002040693835904
1,1000,100,3,12,10,6.9925180057338645
1,1000,100,3,12,100,6.053635207942369
1,1000,100,3,12,1000,6.076810889645114
1,1000,100,6,1,10,10.036633713052643
1,1000,100,6,1,100,9.670244657189826
1,1000,100,6,1,1000,9.677731539727088
1,1000,100,6,3,10,6.382435537401072
1,1000,100,6,3,100,5.900053100477904
1,1000,100,6,3,1000,6.058035984733749
1,1000,100,6,6,10,5.87406015037594
1,1000,100,6,6,100,5.762692329856509
1,1000,100,6,6,1000,6.169412055031156
1,1000,100,6,12,10,5.679881858457344
1,1000,100,6,12,100,5.893099180859214
1,1000,100,6,12,1000,5.756058251309503
1,10000,1,1,1,10,21.590810950859314
1,10000,1,1,1,100,22.380376885546752
1,10000,1,1,1,1000,20.817720043300856
1,10000,1,1,3,10,4.4499822000712
1,10000,1,1,3,100,5.262603936427745
1,10000,1,1,3,1000,4.890453834115806
1,10000,1,1,6,10,4.036326942482341
1,10000,1,1,6,100,4.320027648176948
1,10000,1,1,6,1000,4.670278348589576
1,10000,1,1,12,10,3.5906642728904847
1,10000,1,1,12,100,4.428697962798937
1,10000,1,1,12,1000,4.156275976724855
1,10000,1,2,1,10,23.853823767950004
1,10000,1,2,1,100,25.173698519786527
1,10000,1,2,1,1000,23.97564074899902
1,10000,1,2,3,10,9.441087613293051
1,10000,1,2,3,100,10.00480230510645
1,10000,1,2,3,1000,8.325701440346348
1,10000,1,2,6,10,3.348737525952716
1,10000,1,2,6,100,3.7159525844450223
1,10000,1,2,6,1000,4.127115146512588
1,10000,1,2,12,10,4.101049868766404
1,10000,1,2,12,100,3.7775763070414023
1,10000,1,2,12,1000,2.9436872626652146
1,10000,1,3,1,10,21.773684325124655
1,10000,1,3,1,100,22.46837576111623
1,10000,1,3,1,1000,21.471207111263798
1,10000,1,3,3,10,6.590654451987082
1,10000,1,3,3,100,6.464541987200207
1,10000,1,3,3,1000,6.349609499015811
1,10000,1,3,6,10,5.85514374377891
1,10000,1,3,6,100,7.013606396409034
1,10000,1,3,6,1000,5.8472693252251196
1,10000,1,3,12,10,6.238303181534622
1,10000,1,3,12,100,6.381213706847042
1,10000,1,3,12,1000,5.266484095218033
1,10000,1,6,1,10,20.88903743315508
1,10000,1,6,1,100,21.602004666033007
1,10000,1,6,1,1000,21.30606157451795
1,10000,1,6,3,10,3.9916972696790674
1,10000,1,6,3,100,4.278074866310161
1,10000,1,6,3,1000,4.8890192627358955
1,10000,1,6,6,10,3.8223377417628623
1,10000,1,6,6,100,3.663540445486518
1,10000,1,6,6,1000,3.394548355341322
1,10000,1,6,12,10,3.570790930191037
1,10000,1,6,12,100,3.931281204544561
1,10000,1,6,12,1000,3.394663588838346
1,10000,2,1,1,10,21.48966347187003
1,10000,2,1,1,100,21.231873288180218
1,10000,2,1,1,1000,22.294058633374206
1,10000,2,1,3,10,5.131889561736632
1,10000,2,1,3,100,5.176787285810426
1,10000,2,1,3,1000,4.8437878420925164
1,10000,2,1,6,10,4.894762604013706
1,10000,2,1,6,100,4.408976676513381
1,10000,2,1,6,1000,4.2107036085729925
1,10000,2,1,12,10,4.1816509157815505
1,10000,2,1,12,100,4.323576462449738
1,10000,2,1,12,1000,4.18025248725023
1,10000,2,2,1,10,23.663598286755487
1,10000,2,2,1,100,24.607510212116736
1,10000,2,2,1,1000,23.977365367093462
1,10000,2,2,3,10,8.16326530612245
1,10000,2,2,3,100,8.590327291469805
1,10000,2,2,3,1000,9.868745682423764
1,10000,2,2,6,10,3.959768749505029
1,10000,2,2,6,100,3.8408357658626517
1,10000,2,2,6,1000,3.476567932137394
1,10000,2,2,12,10,3.69890882189754
1,10000,2,2,12,100,3.108003108003108
1,10000,2,2,12,1000,3.485778025655326
1,10000,2,3,1,10,21.786017733818433
1,10000,2,3,1,100,21.58149171270718
1,10000,2,3,1,1000,20.706077233668083
1,10000,2,3,3,10,5.741187277528993
1,10000,2,3,3,100,5.384449709239716
1,10000,2,3,3,1000,6.546644844517185
1,10000,2,3,6,10,6.322711178553364
1,10000,2,3,6,100,6.4300411522633745
1,10000,2,3,6,1000,6.3710499490316
1,10000,2,3,12,10,6.195786864931846
1,10000,2,3,12,100,6.559097468188377
1,10000,2,3,12,1000,6.023370678231538
1,10000,2,6,1,10,23.652404266893733
1,10000,2,6,1,100,21.50352657835885
1,10000,2,6,1,1000,23.211550067313496
1,10000,2,6,3,10,4.385003288752467
1,10000,2,6,3,100,3.9910600255427844
1,10000,2,6,3,1000,3.8560906952531524
1,10000,2,6,6,10,3.7317610180244056
1,10000,2,6,6,100,3.680259090239953
1,10000,2,6,6,1000,3.549119818285065
1,10000,2,6,12,10,4.086636697997548
1,10000,2,6,12,100,4.23405876873571
1,10000,2,6,12,1000,4.027386226339106
1,10000,3,1,1,10,22.20988339811216
1,10000,3,1,1,100,21.351097446408744
1,10000,3,1,1,1000,23.62223324593107
1,10000,3,1,3,10,4.82392667631452
1,10000,3,1,3,100,4.686255213458925
1,10000,3,1,3,1000,5.086211281216622
1,10000,3,1,6,10,4.137018037398643
1,10000,3,1,6,100,4.5892611289582375
1,10000,3,1,6,1000,4.205214465937763
1,10000,3,1,12,10,4.560379423568041
1,10000,3,1,12,100,4.0290088638195005
1,10000,3,1,12,1000,4.395797617477691
1,10000,3,2,1,10,23.338312173263628
1,10000,3,2,1,100,25.104812592573996
1,10000,3,2,1,1000,25.67064561673726
1,10000,3,2,3,10,10.399442589877182
1,10000,3,2,3,100,8.787346221441124
1,10000,3,2,3,1000,7.789982083041209
1,10000,3,2,6,10,3.2927230819888047
1,10000,3,2,6,100,3.900308124341823
1,10000,3,2,6,1000,3.5181536729524345
1,10000,3,2,12,10,3.717472118959108
1,10000,3,2,12,100,3.3840947546531304
1,10000,3,2,12,1000,3.124316555753429
1,10000,3,3,1,10,21.88758536158291
1,10000,3,3,1,100,21.04288540044611
1,10000,3,3,1,1000,21.062386789671006
1,10000,3,3,3,10,5.745475438092502
1,10000,3,3,3,100,6.186970240673142
1,10000,3,3,3,1000,5.796429399489914
1,10000,3,3,6,10,5.794414184725924
1,10000,3,3,6,100,5.688282138794084
1,10000,3,3,6,1000,6.082355087890031
1,10000,3,3,12,10,5.18000518000518
1,10000,3,3,12,100,5.954153021732658
1,10000,3,3,12,1000,5.374032674118658
1,10000,3,6,1,10,21.33424359439336
1,10000,3,6,1,100,21.291998466976107
1,10000,3,6,1,1000,20.305805429772374
1,10000,3,6,3,10,4.584422133590061
1,10000,3,6,3,100,3.819709702062643
1,10000,3,6,3,1000,4.064710186163727
1,10000,3,6,6,10,3.5253472467038005
1,10000,3,6,6,100,3.7285607755406414
1,10000,3,6,6,1000,3.6399373930768393
1,10000,3,6,12,10,3.7000037000037
1,10000,3,6,12,100,4.132572939912389
1,10000,3,6,12,1000,3.820001528000611
1,10000,10,1,1,10,21.552188624754844
1,10000,10,1,1,100,21.38397057565649
1,10000,10,1,1,1000,20.887292171442894
1,10000,10,1,3,10,4.555601111566671
