spout_wait,spliters,counters,$<throughput
10,2,1,10.972732759093653
10,2,2,8.097821685966474
10,2,3,6.860122110173561
10,2,4,6.325110689437065
10,2,5,6.1470371281042535
10,2,6,6.444544692917446
10,2,7,5.943536404160476
10,2,8,5.728689275893675
10,2,9,5.8112505811250585
10,2,10,5.279552293965471
10,2,11,5.289885738468049
10,2,12,5.779344622319829
10,2,13,5.131099594643132
10,2,14,5.011275369581559
10,2,15,5.345592558935158
10,2,16,5.076915266284206
10,2,17,4.8635766742862705
10,2,18,5.6557886997341775
10,3,1,9.821253191907287
10,3,2,8.101101749837978
10,3,3,6.413956769931371
10,3,4,6.446621970087674
10,3,5,6.306760847628658
10,3,6,5.965519298454931
10,3,7,5.90876861262113
10,3,8,5.6107277113841665
10,3,9,5.250997689561016
10,3,10,5.0385448682420515
10,3,11,5.1366344770906105
10,3,12,5.139538469445444
10,3,13,5.005005005005005
10,3,14,5.25955924893494
10,3,15,4.76462740613684
10,3,16,4.921986513756952
10,3,17,4.584842510659759
10,3,18,4.757147614290472
10,4,1,10.290712631849756
10,4,2,7.617306520414381
10,4,3,6.295643414756988
10,4,4,6.017571308220003
10,4,5,5.873025195278088
10,4,6,5.976214665630789
10,4,7,5.7234432234432235
10,4,8,5.566069241901369
10,4,9,5.319997872000851
10,4,10,5.144826876575603
10,4,11,5.368262830148164
10,4,12,5.0012503125781445
10,4,13,4.80007680122882
10,4,14,5.2731491246572455
10,4,15,4.524682141079589
10,4,16,4.858142246404975
10,4,17,4.550625711035267
10,4,18,4.706768332862657
10,5,1,10.33955084991108
10,5,2,7.593014426727411
10,5,3,6.304772712943699
10,5,4,5.888241182358829
10,5,5,6.095330976472022
10,5,6,5.938242280285036
10,5,7,5.630947688495974
10,5,8,5.511463844797178
10,5,9,5.465974309920743
10,5,10,5.327934359848687
10,5,11,4.99151442547669
10,5,12,4.85767026134266
10,5,13,4.770309593092592
10,5,14,5.047445992327882
10,5,15,4.836057645807138
10,5,16,4.916904317041991
10,5,17,4.452557994567879
10,5,18,4.585262964831033
10,6,1,10.13808065856972
10,6,2,7.678722260615833
10,6,3,6.128953174797744
10,6,4,6.174745291756715
10,6,5,6.12369871402327
10,6,6,5.755395683453237
10,6,7,5.537405171936431
10,6,8,5.525472427892585
10,6,9,5.151452709664126
10,6,10,4.912073877591119
10,6,11,5.438329345225147
10,6,12,4.726791453961051
10,6,13,4.970920117313715
10,6,14,4.90869821323385
10,6,15,4.660700969425801
10,6,16,4.745634016704631
10,6,17,4.333694474539545
10,6,18,4.51997830410414
100,1,1,11.05497639762539
100,1,2,7.8045734800593145
100,1,3,7.978935609989628
100,1,4,8.116224332440549
100,1,5,6.850253459377997
100,1,6,7.277490721199331
100,1,7,7.638252367858234
100,1,8,5.990534954771461
100,1,9,7.659313725490196
100,1,10,6.8217477317688795
100,1,11,5.477951246233909
100,1,12,7.466587023071754
100,1,13,6.417249566835654
100,1,14,5.537098560354374
100,1,15,6.54150585464774
100,1,16,6.69478476266988
100,1,17,5.354465624330691
100,1,18,7.023951675212475
100,2,1,10.204185756997521
100,2,2,7.754342431761787
100,2,3,7.508071176514753
100,2,4,6.67334000667334
100,2,5,6.53765690376569
100,2,6,6.105378838756945
100,2,7,5.748778384593274
100,2,8,5.713306290350226
100,2,9,5.423875901719368
100,2,10,5.026388539834129
100,2,11,5.280388636603654
100,2,12,5.566998830930245
100,2,13,4.927564797477086
100,2,14,5.242189138184106
100,2,15,5.48185505975222
100,2,16,4.923198109491926
100,2,17,5.3109565032662385
100,2,18,5.20751965838671
100,3,1,10.669056535330581
100,3,2,7.764577995185961
100,3,3,6.650262685376072
100,3,4,6.5910888478776695
100,3,5,6.715465717547512
100,3,6,5.736247346985602
100,3,7,5.830563815520961
100,3,8,5.74349549135604
100,3,9,5.298013245033113
100,3,10,5.613247263541959
100,3,11,5.395198273536552
100,3,12,5.015799769273211
100,3,13,5.106991471324243
100,3,14,5.108817819556554
100,3,15,4.783087004352609
100,3,16,5.134788189987163
100,3,17,4.830217842824712
100,3,18,4.904124368593988
100,4,1,10.23635749454914
100,4,2,7.6887590342918655
100,4,3,6.876633200385092
100,4,4,6.453278265358803
100,4,5,6.205013651030033
100,4,6,5.88754783632617
100,4,7,6.063178318074335
100,4,8,5.903187721369539
100,4,9,5.380683346785042
100,4,10,5.27676639755158
100,4,11,5.321413367390379
100,4,12,5.465078150617554
100,4,13,5.172235440157236
100,4,14,5.092946269416857
100,4,15,4.9862877088007975
100,4,16,5.0415931434333245
100,4,17,4.920049200492005
100,4,18,4.884482000683827
100,5,1,10.758009337952105
100,5,2,8.286377195889957
100,5,3,6.520605112154408
100,5,4,6.58154534684744
100,5,5,6.23558022073954
100,5,6,5.794078451822237
100,5,7,5.672149744753262
100,5,8,5.455537370430988
100,5,9,5.282899255111205
100,5,10,5.089835598310175
100,5,11,5.3058842256061975
100,5,12,5.031952900920848
100,5,13,4.961055712655653
100,5,14,5.104124132298898
100,5,15,4.820671037408407
100,5,16,5.12715340442986
100,5,17,4.746084480303749
100,5,18,4.779429336137265
100,6,1,10.535853509492805
100,6,2,7.963051441312311
100,6,3,6.673785371062467
100,6,4,6.522306287503262
100,6,5,6.124448799608035
100,6,6,5.745805561939784
100,6,7,5.694436535504812
100,6,8,6.025548324897565
100,6,9,5.348737697903295
100,6,10,5.061497190869059
100,6,11,5.077946478444117
100,6,12,5.043881771411278
100,6,13,5.196694902042301
100,6,14,5.268703898840885
100,6,15,4.939003309132217
100,6,16,4.967216371945162
100,6,17,4.742483164184767
100,6,18,4.902441415825081
1000,1,1,34.06110562348854
1000,1,2,34.46611980423244
1000,1,3,33.67230116506162
1000,1,4,33.84323812102342
1000,1,5,35.8320194926186
1000,1,6,32.7890353465801
1000,1,7,32.70004251005526
1000,1,8,33.80548324938305
1000,1,9,34.1635065423115
1000,1,10,33.22700691121744
1000,1,11,34.058785463710365
1000,1,12,34.602076124567475
1000,1,13,34.40682631434076
1000,1,14,34.502984508159955
1000,1,15,33.4739238133494
1000,1,16,33.557046979865774
1000,1,17,35.03977013910789
1000,1,18,33.02728053372085
1000,2,1,33.80434047731729
1000,2,2,34.27592116538132
1000,2,3,33.171896769057255
1000,2,4,32.97500494625074
1000,2,5,34.072711165627446
1000,2,6,33.54466472107612
1000,2,7,33.799770161562904
1000,2,8,33.72567535664902
1000,2,9,32.719301115728165
1000,2,10,32.179173638820956
1000,2,11,33.02728053372085
1000,2,12,32.50869607620039
1000,2,13,32.78151122766759
1000,2,14,32.598774286086844
1000,2,15,32.681874632328906
1000,2,16,34.47206039504981
1000,2,17,32.84180104436927
1000,2,18,34.24892115898349
1000,3,1,33.866160931996745
1000,3,2,31.794480478188987
1000,3,3,32.29348317509527
1000,3,4,31.503008537315313
1000,3,5,32.25598348493646
1000,3,6,32.54996419503939
1000,3,7,31.76317377632373
1000,3,8,32.2061191626409
1000,3,9,30.45159718627242
1000,3,10,32.52244048393391
1000,3,11,32.721442361179285
1000,3,12,30.913812291331766
1000,3,13,31.878606267333993
1000,3,14,32.422267613396876
1000,3,15,32.83640901031063
1000,3,16,32.94241665568586
1000,3,17,32.930483748806274
1000,3,18,31.86133945071051
1000,4,1,33.234736947057065
1000,4,2,33.45824411134903
1000,4,3,32.8655470470306
1000,4,4,30.37851631326326
1000,4,5,32.65412748171369
1000,4,6,32.49285157265402
1000,4,7,32.02972358348548
1000,4,8,30.947296753628567
1000,4,9,31.038549878949652
1000,4,10,29.925784055542255
1000,4,11,29.40225221251948
1000,4,12,34.576951004460426
1000,4,13,30.105973025048172
1000,4,14,31.972375867250697
1000,4,15,32.97717979158422
1000,4,16,30.60818462856968
1000,4,17,30.67578760084665
1000,4,18,30.938679537157356
1000,5,1,31.785385079940244
1000,5,2,33.44257909169956
1000,5,3,31.981578610720224
1000,5,4,32.0225438708851
1000,5,5,31.656589319066764
1000,5,6,29.46896917545824
1000,5,7,30.69933075458955
1000,5,8,31.700744967506736
1000,5,9,32.966308432781695
1000,5,10,30.803351404632824
1000,5,11,30.423803583924062
1000,5,12,29.36943816264795
1000,5,13,30.83469519903796
1000,5,14,32.093456144292176
1000,5,15,31.11968631356196
1000,5,16,32.26014581585908
1000,5,17,33.49859305909152
1000,5,18,32.08110102338712
1000,6,1,32.926146653057195
1000,6,2,31.17304155366439
1000,6,3,31.50896430034345
1000,6,4,31.18957020772254
1000,6,5,30.83469519903796
1000,6,6,31.28128128128128
1000,6,7,32.09757663296421
1000,6,8,30.32232632887595
1000,6,9,29.194523107465038
1000,6,10,31.883688305063128
1000,6,11,29.924888529790227
1000,6,12,30.23888720895071
1000,6,13,29.081602977956145
1000,6,14,30.767337394621872
1000,6,15,31.39618850271577
1000,6,16,30.263595920467267
1000,6,17,29.608574643216674
1000,6,18,30.563281273877564
10000,1,1,322.5182222795588
10000,1,2,294.3254061690605
10000,1,3,237.63693828568714
10000,1,4,273.74011113848513
10000,1,5,172.55362103773749
10000,1,6,230.79231000023077
10000,1,7,218.2214948172395
10000,1,8,194.12952321789098
10000,1,9,245.30847540782534
10000,1,10,217.00917948829235
10000,1,11,346.54837815359025
10000,1,12,273.920070123538
10000,1,13,180.65868155294203
10000,1,14,195.14479743970023
10000,1,15,266.3754295303801
10000,1,16,253.24149108589953
10000,1,17,221.23893805309734
10000,1,18,248.4286885449532
10000,2,1,222.6873914398967
10000,2,2,204.62870122163335
10000,2,3,222.65764161026007
10000,2,4,177.1385045967442
10000,2,5,176.07803778634693
10000,2,6,166.441970007157
10000,2,7,161.50392454536646
10000,2,8,212.34127489701447
10000,2,9,172.5982947288481
10000,2,10,178.6511835640911
10000,2,11,176.0749374933972
10000,2,12,171.57956144264094
10000,2,13,178.23405696360462
10000,2,14,179.0895089365665
10000,2,15,166.5195743759679
10000,2,16,158.99767863389192
10000,2,17,176.73465059559575
10000,2,18,173.7981855469429
10000,3,1,240.20561600730224
10000,3,2,230.4147465437788
10000,3,3,254.64082911053958
10000,3,4,146.7157675435379
10000,3,5,149.8464074323818
10000,3,6,170.39258451472193
10000,3,7,164.66597506957137
10000,3,8,149.00464894504708
10000,3,9,155.7341306920825
10000,3,10,139.32427725531173
10000,3,11,165.17731785071274
